19-3-2020 02:48:36.273  INFO	13	185	Log 475 - user 5235804 at realtime 2024-09-04 19:26:02.822094
19-3-2020 02:50:16.353	INFO	14	187	mailbox allocated for terminate
19-3-2020 02:50:16.394	INFO	13	183	out of INFO allcations
19-3-2020 02:50:16.439	INFO	15	194	loading data for user
19-3-2020 02:50:16.477	INFO	13	186	mailbox allocated for rsvp-udp
19-3-2020 02:50:16.516	INFO	17	185	creating mailslot for RSVP via UDP
19-3-2020 02:50:16.564	INFO	13	188	mailbox allocated for terminate
19-3-2020 02:50:16.605	INFO	12	187	creating socket for traffic CONTROL module
19-3-2020 02:50:16.642	INFO	12	193	mailbox allocated for route
19-3-2020 02:50:16.683	INFO	14	190	master allocated for INFO and ERROR dump
19-3-2020 02:50:16.724	INFO	10	188	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:16.765	INFO	10	194	parsing transaction entries
19-3-2020 02:50:16.804	INFO	10	186	mailbox allocated for dump
19-3-2020 02:50:16.842	INFO	13	189	creating mailslot for (broken) pipe
19-3-2020 02:50:16.882	INFO	17	190	loading data for user
19-3-2020 02:50:16.931	INFO	19	192	mailbox allocated for rsvp-udp
19-3-2020 02:50:16.972	INFO	11	190	loopback to avoid ERROR
19-3-2020 02:50:17.020	INFO	15	184	mailbox allocated for pipe
19-3-2020 02:50:17.062	INFO	14	186	creating mailslot for RSVP
19-3-2020 02:50:17.111	INFO	14	183	creating socket for querying route
19-3-2020 02:50:17.159	INFO	14	191	mailbox allocated for route
19-3-2020 02:50:17.198	INFO	14	190	creating socket for querying route
19-3-2020 02:50:17.245	INFO	18	191	creating mailslot for RSVP via UDP
19-3-2020 02:50:17.292	INFO	14	193	out of INFO allcations
19-3-2020 02:50:17.338	INFO	13	193	loopback to avoid ERROR
19-3-2020 02:50:17.379	INFO	18	188	mailbox allocated for dump
19-3-2020 02:50:17.427	INFO	16	187	mailbox allocated for pipe
19-3-2020 02:50:17.468	INFO	18	186	creating socket for querying route
19-3-2020 02:50:17.507	INFO	18	189	mailbox allocated for rsvp-udp
19-3-2020 02:50:17.550	INFO	12	187	mailbox allocated for route
19-3-2020 02:50:17.599	INFO	12	194	mailbox allocated for dump
19-3-2020 02:50:17.637	INFO	10	187	mailbox allocated for rsvp-udp
19-3-2020 02:50:17.685	INFO	15	189	calculating thresholds...
19-3-2020 02:50:17.731	INFO	11	187	master allocated for INFO and ERROR dump
19-3-2020 02:50:17.779	INFO	17	188	master allocated for INFO and ERROR dump
19-3-2020 02:50:17.819	INFO	19	184	parsing transaction entries
19-3-2020 02:50:17.868	INFO	16	194	parsing transaction entries
19-3-2020 02:50:17.917	INFO	10	190	creating mailslot for terminate
19-3-2020 02:50:17.959	INFO	10	183	creating socket for querying route
19-3-2020 02:50:18.004	INFO	11	190	parsing transaction entries
19-3-2020 02:50:18.049	INFO	11	191	no mailbox necessary for forward
19-3-2020 02:50:18.095	INFO	10	191	out of INFO allcations
19-3-2020 02:50:18.136	INFO	10	188	mailbox allocated for terminate
19-3-2020 02:50:18.181	INFO	17	189	loopback to avoid ERROR
19-3-2020 02:50:18.219	INFO	18	194	no mailbox necessary for forward
19-3-2020 02:50:18.266	INFO	19	184	master allocated for INFO and ERROR dump
19-3-2020 02:50:18.310	INFO	17	184	creating mailslot for route engine - informational socket
19-3-2020 02:50:18.352	INFO	17	189	out of INFO allcations
19-3-2020 02:50:18.399	INFO	15	185	mailbox allocated for dump
19-3-2020 02:50:18.444	INFO	12	184	creating mailslot for RSVP via UDP
19-3-2020 02:50:18.482	INFO	14	190	calculating thresholds...
19-3-2020 02:50:18.525	INFO	13	194	creating mailslot for dump
19-3-2020 02:50:18.572	INFO	11	183	loading data for user
19-3-2020 02:50:18.615	INFO	18	185	mailbox allocated for dump
19-3-2020 02:50:18.664	INFO	16	194	mailbox allocated for rsvp-api
19-3-2020 02:50:18.708	INFO	15	186	creating mailslot for RSVP via UDP
19-3-2020 02:50:18.752	INFO	16	193	creating mailslot for (broken) pipe
19-3-2020 02:50:18.799	INFO	15	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:18.841	INFO	12	184	mailbox allocated for rsvp
19-3-2020 02:50:18.890	INFO	13	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:18.938	INFO	18	184	creating mailslot for dump
19-3-2020 02:50:18.984	INFO	18	186	money transfer loaded from queue
19-3-2020 02:50:19.024	INFO	11	191	creating mailslot for RSVP via UDP
19-3-2020 02:50:19.073	INFO	16	186	mailbox allocated for rsvp-api
19-3-2020 02:50:19.117	INFO	11	192	creating socket for querying route
19-3-2020 02:50:19.156	INFO	13	189	master allocated for INFO and ERROR dump
19-3-2020 02:50:19.197	INFO	14	193	parsing transaction entries
19-3-2020 02:50:19.236	INFO	12	191	creating socket for querying route
19-3-2020 02:50:19.284	INFO	13	187	loopback to avoid ERROR
19-3-2020 02:50:19.324	INFO	10	194	calculating thresholds...
19-3-2020 02:50:19.372	INFO	14	190	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:19.421	INFO	10	193	creating mailslot for (broken) pipe
19-3-2020 02:50:19.463	INFO	19	187	creating mailslot for route engine - informational socket
19-3-2020 02:50:19.504	INFO	12	192	loopback to avoid ERROR
19-3-2020 02:50:19.548	INFO	16	191	master allocated for INFO and ERROR dump
19-3-2020 02:50:19.595	INFO	12	190	calculating thresholds...
19-3-2020 02:50:19.595	INFO	12	190	transaction 17192 begun
19-3-2020 02:50:19.788	INFO	11	187	loopback to avoid ERROR
19-3-2020 02:50:19.788	INFO	15	184	transaction done, id=17192
19-3-2020 02:50:19.829	INFO	10	189	creating mailslot for RSVP
19-3-2020 02:50:19.867	INFO	15	188	mailbox allocated for rsvp-api
19-3-2020 02:50:19.867	INFO	13	190	transaction 17195 begun
19-3-2020 02:50:20.020	INFO	15	190	mailbox allocated for dump
19-3-2020 02:50:20.020	INFO	18	193	transaction done, id=17195
19-3-2020 02:50:20.064	INFO	15	192	ready to accept informational socket connection
19-3-2020 02:50:20.107	INFO	15	192	creating mailslot for route engine - informational socket
19-3-2020 02:50:20.145	INFO	10	186	mailbox allocated for rsvp
19-3-2020 02:50:20.185	INFO	19	187	mailbox allocated for rsvp-udp
19-3-2020 02:50:20.232	INFO	11	184	mailbox allocated for dump
19-3-2020 02:50:20.270	INFO	10	193	out of INFO allcations
19-3-2020 02:50:20.308	INFO	18	189	creating mailslot for RSVP client API
19-3-2020 02:50:20.353	INFO	15	186	creating socket for traffic CONTROL module
19-3-2020 02:50:20.398	INFO	11	190	mailbox allocated for terminate
19-3-2020 02:50:20.441	INFO	14	184	loading data for user
19-3-2020 02:50:20.484	INFO	18	186	creating mailslot for route engine - informational socket
19-3-2020 02:50:20.533	INFO	11	186	creating mailslot for RSVP client API
19-3-2020 02:50:20.579	INFO	19	189	mailbox allocated for pipe
19-3-2020 02:50:20.625	INFO	17	185	creating mailslot for dump
19-3-2020 02:50:20.668	INFO	12	186	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:20.710	INFO	12	190	mailbox allocated for terminate
19-3-2020 02:50:20.759	INFO	12	191	money transfer loaded from queue
19-3-2020 02:50:20.800	INFO	16	191	no mailbox necessary for forward
19-3-2020 02:50:20.843	INFO	12	184	creating mailslot for dump
19-3-2020 02:50:20.889	INFO	12	194	mailbox allocated for rsvp
19-3-2020 02:50:20.929	INFO	10	193	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:20.974	INFO	12	187	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:21.016	INFO	14	189	creating mailslot for RSVP via UDP
19-3-2020 02:50:21.058	INFO	12	190	no mailbox necessary for forward
19-3-2020 02:50:21.101	INFO	13	189	mailbox allocated for rsvp-udp
19-3-2020 02:50:21.144	INFO	14	188	mailbox allocated for rsvp
19-3-2020 02:50:21.189	INFO	13	191	mailbox allocated for route
19-3-2020 02:50:21.236	INFO	18	192	mailbox allocated for terminate
19-3-2020 02:50:21.277	INFO	16	189	mailbox allocated for pipe
19-3-2020 02:50:21.322	INFO	10	183	mailbox allocated for rsvp
19-3-2020 02:50:21.369	INFO	18	184	calculating thresholds...
19-3-2020 02:50:21.418	INFO	12	192	mailbox allocated for rsvp-udp
19-3-2020 02:50:21.463	INFO	10	190	mailbox allocated for rsvp-api
19-3-2020 02:50:21.505	INFO	10	192	mailbox allocated for pipe
19-3-2020 02:50:21.553	INFO	10	190	creating mailslot for terminate
19-3-2020 02:50:21.593	INFO	19	183	creating mailslot for (broken) pipe
19-3-2020 02:50:21.634	INFO	13	186	creating socket for querying route
19-3-2020 02:50:21.679	INFO	11	186	ready to accept informational socket connection
19-3-2020 02:50:21.720	INFO	10	189	out of INFO allcations
19-3-2020 02:50:21.766	INFO	10	194	mailbox allocated for dump
19-3-2020 02:50:21.804	INFO	15	191	calculating thresholds...
19-3-2020 02:50:21.849	INFO	15	184	mailbox allocated for terminate
19-3-2020 02:50:21.898	INFO	11	189	creating mailslot for terminate
19-3-2020 02:50:21.941	INFO	11	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:21.979	INFO	17	192	parsing transaction entries
19-3-2020 02:50:22.022	INFO	16	187	mailbox allocated for pipe
19-3-2020 02:50:22.071	INFO	14	183	creating mailslot for RSVP via UDP
19-3-2020 02:50:22.120	INFO	18	183	creating mailslot for terminate
19-3-2020 02:50:22.157	INFO	10	189	creating mailslot for dump
19-3-2020 02:50:22.196	INFO	18	193	mailbox allocated for rsvp-api
19-3-2020 02:50:22.242	INFO	19	183	creating mailslot for RSVP via UDP
19-3-2020 02:50:22.284	INFO	19	183	mailbox allocated for rsvp-api
19-3-2020 02:50:22.330	INFO	19	187	creating socket for querying route
19-3-2020 02:50:22.370	INFO	17	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:22.409	INFO	10	190	loopback to avoid ERROR
19-3-2020 02:50:22.451	INFO	19	193	mailbox allocated for rsvp-api
19-3-2020 02:50:22.499	INFO	18	194	creating mailslot for RSVP
19-3-2020 02:50:22.539	INFO	14	194	master allocated for INFO and ERROR dump
19-3-2020 02:50:22.586	INFO	11	187	no mailbox necessary for forward
19-3-2020 02:50:22.634	INFO	14	184	creating mailslot for dump
19-3-2020 02:50:22.680	INFO	18	192	mailbox allocated for rsvp
19-3-2020 02:50:22.726	INFO	11	187	no mailbox necessary for forward
19-3-2020 02:50:22.769	INFO	15	184	creating mailslot for terminate
19-3-2020 02:50:22.809	INFO	16	190	creating mailslot for terminate
19-3-2020 02:50:22.851	INFO	15	190	creating mailslot for terminate
19-3-2020 02:50:22.888	INFO	10	184	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:22.926	INFO	14	188	creating mailslot for dump
19-3-2020 02:50:22.972	INFO	11	193	loading data for user
19-3-2020 02:50:23.018	INFO	17	185	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:23.057	INFO	10	186	mailbox allocated for rsvp-api
19-3-2020 02:50:23.105	INFO	12	192	money transfer loaded from queue
19-3-2020 02:50:23.149	INFO	18	188	mailbox allocated for rsvp-udp
19-3-2020 02:50:23.187	INFO	12	184	creating socket for traffic CONTROL module
19-3-2020 02:50:23.231	INFO	18	189	creating mailslot for RSVP via UDP
19-3-2020 02:50:23.269	INFO	10	187	creating mailslot for terminate
19-3-2020 02:50:23.313	INFO	12	183	mailbox allocated for rsvp
19-3-2020 02:50:23.358	INFO	13	184	mailbox allocated for pipe
19-3-2020 02:50:23.407	INFO	16	191	mailbox allocated for rsvp-api
19-3-2020 02:50:23.451	INFO	17	188	mailbox allocated for terminate
19-3-2020 02:50:23.498	INFO	12	188	mailbox allocated for route
19-3-2020 02:50:23.547	INFO	16	191	creating mailslot for RSVP client API
19-3-2020 02:50:23.595	INFO	14	184	ready to accept informational socket connection
19-3-2020 02:50:23.638	INFO	15	188	creating mailslot for RSVP client API
19-3-2020 02:50:23.678	INFO	16	187	mailbox allocated for rsvp-udp
19-3-2020 02:50:23.726	INFO	10	183	creating mailslot for RSVP via UDP
19-3-2020 02:50:23.774	INFO	13	194	mailbox allocated for rsvp-api
19-3-2020 02:50:23.821	INFO	17	189	creating mailslot for RSVP
19-3-2020 02:50:23.864	INFO	10	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:23.913	INFO	12	190	no mailbox necessary for forward
19-3-2020 02:50:23.956	INFO	13	191	money transfer loaded from queue
19-3-2020 02:50:23.999	INFO	18	190	loading data for user
19-3-2020 02:50:24.038	INFO	13	188	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:24.083	INFO	19	183	loading data for user
19-3-2020 02:50:24.120	INFO	12	187	creating mailslot for route engine - informational socket
19-3-2020 02:50:24.159	INFO	18	183	creating mailslot for route engine - informational socket
19-3-2020 02:50:24.205	INFO	19	188	mailbox allocated for pipe
19-3-2020 02:50:24.251	INFO	14	186	master allocated for INFO and ERROR dump
19-3-2020 02:50:24.295	INFO	12	189	out of INFO allcations
19-3-2020 02:50:24.338	INFO	11	190	ready to accept informational socket connection
19-3-2020 02:50:24.383	INFO	15	193	parsing transaction entries
19-3-2020 02:50:24.432	INFO	19	185	creating mailslot for RSVP via UDP
19-3-2020 02:50:24.476	INFO	14	186	master allocated for INFO and ERROR dump
19-3-2020 02:50:24.513	INFO	17	186	mailbox allocated for rsvp-api
19-3-2020 02:50:24.558	INFO	13	193	creating mailslot for RSVP
19-3-2020 02:50:24.605	INFO	11	185	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:24.644	INFO	14	185	creating mailslot for (broken) pipe
19-3-2020 02:50:24.683	INFO	18	183	mailbox allocated for rsvp
19-3-2020 02:50:24.723	INFO	16	190	creating mailslot for dump
19-3-2020 02:50:24.767	INFO	15	184	no mailbox necessary for forward
19-3-2020 02:50:24.807	INFO	16	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:24.845	INFO	11	194	creating socket for traffic CONTROL module
19-3-2020 02:50:24.892	INFO	16	187	loopback to avoid ERROR
19-3-2020 02:50:24.930	INFO	15	185	creating mailslot for (broken) pipe
19-3-2020 02:50:24.968	INFO	12	184	out of INFO allcations
19-3-2020 02:50:25.011	INFO	15	186	mailbox allocated for rsvp-udp
19-3-2020 02:50:25.055	INFO	15	187	loading data for user
19-3-2020 02:50:25.095	INFO	18	191	mailbox allocated for terminate
19-3-2020 02:50:25.138	INFO	16	185	creating mailslot for dump
19-3-2020 02:50:25.178	INFO	12	194	calculating thresholds...
19-3-2020 02:50:25.219	INFO	16	189	ready to accept informational socket connection
19-3-2020 02:50:25.258	INFO	17	183	mailbox allocated for dump
19-3-2020 02:50:25.297	INFO	19	190	mailbox allocated for rsvp-api
19-3-2020 02:50:25.341	INFO	15	183	creating socket for querying route
19-3-2020 02:50:25.381	INFO	11	191	creating mailslot for dump
19-3-2020 02:50:25.426	INFO	19	194	loopback to avoid ERROR
19-3-2020 02:50:25.468	INFO	10	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:25.507	INFO	18	183	creating mailslot for dump
19-3-2020 02:50:25.546	INFO	13	183	out of INFO allcations
19-3-2020 02:50:25.586	INFO	13	186	mailbox allocated for dump
19-3-2020 02:50:25.630	INFO	16	191	creating mailslot for route engine - informational socket
19-3-2020 02:50:25.675	INFO	12	193	creating mailslot for route engine - informational socket
19-3-2020 02:50:25.714	INFO	18	191	creating mailslot for RSVP
19-3-2020 02:50:25.757	INFO	16	191	loopback to avoid ERROR
19-3-2020 02:50:25.800	INFO	16	183	mailbox allocated for rsvp-udp
19-3-2020 02:50:25.838	INFO	18	192	parsing transaction entries
19-3-2020 02:50:25.881	INFO	15	191	mailbox allocated for route
19-3-2020 02:50:25.930	INFO	14	189	creating mailslot for terminate
19-3-2020 02:50:25.977	INFO	15	193	mailbox allocated for rsvp-udp
19-3-2020 02:50:26.026	INFO	15	189	ready to accept informational socket connection
19-3-2020 02:50:26.069	INFO	12	193	money transfer loaded from queue
19-3-2020 02:50:26.110	INFO	11	192	out of INFO allcations
19-3-2020 02:50:26.152	INFO	13	184	mailbox allocated for dump
19-3-2020 02:50:26.196	INFO	16	186	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:26.242	INFO	11	188	creating mailslot for RSVP via UDP
19-3-2020 02:50:26.281	INFO	18	194	creating mailslot for dump
19-3-2020 02:50:26.321	INFO	19	191	mailbox allocated for dump
19-3-2020 02:50:26.362	INFO	12	192	ready to accept informational socket connection
19-3-2020 02:50:26.408	INFO	19	183	creating socket for traffic CONTROL module
19-3-2020 02:50:26.445	INFO	16	184	creating socket for traffic CONTROL module
19-3-2020 02:50:26.494	INFO	13	188	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:26.538	INFO	13	189	creating mailslot for RSVP client API
19-3-2020 02:50:26.585	INFO	16	193	creating mailslot for RSVP
19-3-2020 02:50:26.627	INFO	11	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:26.670	INFO	15	185	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:26.708	INFO	10	184	no mailbox necessary for forward
19-3-2020 02:50:26.756	INFO	14	188	out of INFO allcations
19-3-2020 02:50:26.804	INFO	13	186	ready to accept informational socket connection
19-3-2020 02:50:26.843	INFO	18	190	creating socket for querying route
19-3-2020 02:50:26.890	INFO	10	187	creating mailslot for dump
19-3-2020 02:50:26.934	INFO	13	192	ready to accept informational socket connection
19-3-2020 02:50:26.979	INFO	18	184	mailbox allocated for dump
19-3-2020 02:50:27.020	INFO	16	187	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:27.063	INFO	12	184	mailbox allocated for rsvp-api
19-3-2020 02:50:27.112	INFO	19	190	loading data for user
19-3-2020 02:50:27.154	INFO	11	192	creating mailslot for dump
19-3-2020 02:50:27.193	INFO	14	183	creating mailslot for RSVP via UDP
19-3-2020 02:50:27.236	INFO	16	190	no mailbox necessary for forward
19-3-2020 02:50:27.278	INFO	15	183	loading data for user
19-3-2020 02:50:27.315	INFO	14	193	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:27.354	INFO	10	194	creating mailslot for (broken) pipe
19-3-2020 02:50:27.403	INFO	16	187	creating mailslot for (broken) pipe
19-3-2020 02:50:27.440	INFO	18	184	loading data for user
19-3-2020 02:50:27.486	INFO	12	184	mailbox allocated for route
19-3-2020 02:50:27.527	INFO	19	187	out of INFO allcations
19-3-2020 02:50:27.571	INFO	17	189	mailbox allocated for rsvp-api
19-3-2020 02:50:27.616	INFO	14	189	creating socket for traffic CONTROL module
19-3-2020 02:50:27.654	INFO	19	192	creating socket for traffic CONTROL module
19-3-2020 02:50:27.695	INFO	16	190	money transfer loaded from queue
19-3-2020 02:50:27.738	INFO	13	193	creating mailslot for RSVP client API
19-3-2020 02:50:27.776	INFO	14	191	creating mailslot for RSVP
19-3-2020 02:50:27.824	INFO	10	188	no mailbox necessary for forward
19-3-2020 02:50:27.864	INFO	19	186	out of INFO allcations
19-3-2020 02:50:27.906	INFO	14	194	creating mailslot for RSVP via UDP
19-3-2020 02:50:27.953	INFO	13	188	creating socket for querying route
19-3-2020 02:50:28.000	INFO	15	185	out of INFO allcations
19-3-2020 02:50:28.039	INFO	12	192	creating mailslot for dump
19-3-2020 02:50:28.080	INFO	17	185	mailbox allocated for rsvp
19-3-2020 02:50:28.129	INFO	15	190	mailbox allocated for terminate
19-3-2020 02:50:28.168	INFO	19	188	ready to accept informational socket connection
19-3-2020 02:50:28.216	INFO	10	184	parsing transaction entries
19-3-2020 02:50:28.265	INFO	15	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:28.313	INFO	11	183	mailbox allocated for terminate
19-3-2020 02:50:28.357	INFO	14	191	mailbox allocated for rsvp-api
19-3-2020 02:50:28.406	INFO	18	185	no mailbox necessary for forward
19-3-2020 02:50:28.446	INFO	12	193	creating socket for traffic CONTROL module
19-3-2020 02:50:28.495	INFO	13	187	mailbox allocated for route
19-3-2020 02:50:28.540	INFO	10	185	calculating thresholds...
19-3-2020 02:50:28.588	INFO	18	188	creating mailslot for RSVP client API
19-3-2020 02:50:28.635	INFO	18	188	creating socket for traffic CONTROL module
19-3-2020 02:50:28.635	INFO	10	185	transaction 17198 begun
19-3-2020 02:50:28.743	INFO	11	194	mailbox allocated for pipe
19-3-2020 02:50:28.743	INFO	12	193	transaction done, id=17198
19-3-2020 02:50:28.782	INFO	18	183	mailbox allocated for pipe
19-3-2020 02:50:28.819	INFO	14	194	creating mailslot for terminate
19-3-2020 02:50:28.863	INFO	11	189	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:28.900	INFO	10	183	master allocated for INFO and ERROR dump
19-3-2020 02:50:28.944	INFO	14	187	master allocated for INFO and ERROR dump
19-3-2020 02:50:28.986	INFO	19	187	master allocated for INFO and ERROR dump
19-3-2020 02:50:29.026	INFO	17	194	mailbox allocated for terminate
19-3-2020 02:50:29.071	INFO	19	184	loading data for user
19-3-2020 02:50:29.109	INFO	19	194	creating socket for traffic CONTROL module
19-3-2020 02:50:29.154	INFO	19	185	creating socket for querying route
19-3-2020 02:50:29.192	INFO	10	188	creating mailslot for (broken) pipe
19-3-2020 02:50:29.229	INFO	19	193	creating socket for querying route
19-3-2020 02:50:29.270	INFO	10	193	ready to accept informational socket connection
19-3-2020 02:50:29.318	INFO	18	187	mailbox allocated for rsvp-api
19-3-2020 02:50:29.361	INFO	17	184	mailbox allocated for terminate
19-3-2020 02:50:29.398	INFO	19	191	creating socket for querying route
19-3-2020 02:50:29.440	INFO	10	188	creating mailslot for route engine - informational socket
19-3-2020 02:50:29.482	INFO	18	186	no mailbox necessary for forward
19-3-2020 02:50:29.521	INFO	16	194	creating mailslot for RSVP via UDP
19-3-2020 02:50:29.558	INFO	17	194	creating mailslot for RSVP
19-3-2020 02:50:29.600	INFO	14	194	creating mailslot for terminate
19-3-2020 02:50:29.649	INFO	15	191	mailbox allocated for terminate
19-3-2020 02:50:29.687	INFO	13	186	creating mailslot for terminate
19-3-2020 02:50:29.736	INFO	14	185	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:29.773	INFO	10	187	mailbox allocated for dump
19-3-2020 02:50:29.812	INFO	13	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:29.851	INFO	16	192	creating mailslot for terminate
19-3-2020 02:50:29.889	INFO	19	193	mailbox allocated for rsvp-api
19-3-2020 02:50:29.928	INFO	18	188	creating mailslot for terminate
19-3-2020 02:50:29.975	INFO	16	185	calculating thresholds...
19-3-2020 02:50:30.019	INFO	10	191	creating mailslot for RSVP client API
19-3-2020 02:50:30.065	INFO	18	189	out of INFO allcations
19-3-2020 02:50:30.110	INFO	12	187	master allocated for INFO and ERROR dump
19-3-2020 02:50:30.148	INFO	15	183	creating mailslot for terminate
19-3-2020 02:50:30.194	INFO	10	194	mailbox allocated for dump
19-3-2020 02:50:30.235	INFO	13	188	ready to accept informational socket connection
19-3-2020 02:50:30.279	INFO	15	185	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:30.328	INFO	19	192	creating mailslot for RSVP via UDP
19-3-2020 02:50:30.368	INFO	12	183	mailbox allocated for terminate
19-3-2020 02:50:30.405	INFO	11	184	mailbox allocated for rsvp
19-3-2020 02:50:30.452	INFO	10	193	mailbox allocated for pipe
19-3-2020 02:50:30.490	INFO	15	186	loopback to avoid ERROR
19-3-2020 02:50:30.538	INFO	18	190	creating mailslot for route engine - informational socket
19-3-2020 02:50:30.576	INFO	11	190	creating socket for querying route
19-3-2020 02:50:30.616	INFO	11	191	creating socket for traffic CONTROL module
19-3-2020 02:50:30.663	INFO	11	189	mailbox allocated for terminate
19-3-2020 02:50:30.702	INFO	11	183	ready to accept informational socket connection
19-3-2020 02:50:30.747	INFO	15	183	calculating thresholds...
19-3-2020 02:50:30.792	INFO	15	189	parsing transaction entries
19-3-2020 02:50:30.832	INFO	19	188	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:30.874	INFO	13	188	mailbox allocated for route
19-3-2020 02:50:30.911	INFO	16	194	creating mailslot for route engine - informational socket
19-3-2020 02:50:30.949	INFO	11	190	loading data for user
19-3-2020 02:50:30.987	INFO	18	189	calculating thresholds...
19-3-2020 02:50:31.028	INFO	12	187	creating mailslot for (broken) pipe
19-3-2020 02:50:31.071	INFO	19	194	no mailbox necessary for forward
19-3-2020 02:50:31.113	INFO	12	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:50:31.161	INFO	12	186	master allocated for INFO and ERROR dump
19-3-2020 02:50:31.201	INFO	16	186	creating mailslot for RSVP via UDP
19-3-2020 02:50:31.238	INFO	11	190	mailbox allocated for dump
19-3-2020 02:50:31.286	INFO	15	183	out of INFO allcations
19-3-2020 02:50:31.324	INFO	12	189	creating socket for querying route
19-3-2020 02:50:31.372	INFO	13	186	creating mailslot for (broken) pipe
19-3-2020 02:50:31.415	INFO	19	188	creating mailslot for terminate
19-3-2020 02:50:31.461	INFO	18	190	creating mailslot for RSVP client API
19-3-2020 02:50:31.505	INFO	12	194	mailbox allocated for rsvp-api
19-3-2020 02:50:31.548	INFO	18	188	mailbox allocated for rsvp-api
19-3-2020 02:50:31.588	INFO	14	190	out of INFO allcations
19-3-2020 02:50:31.637	INFO	16	183	loading data for user
19-3-2020 02:50:31.674	INFO	11	183	creating mailslot for RSVP via UDP
19-3-2020 02:50:31.717	INFO	14	190	mailbox allocated for rsvp-api
19-3-2020 02:50:31.756	INFO	15	192	money transfer loaded from queue
19-3-2020 02:50:31.803	INFO	13	184	creating mailslot for RSVP
19-3-2020 02:50:31.848	INFO	19	193	loopback to avoid ERROR
19-3-2020 02:50:31.892	INFO	10	191	mailbox allocated for rsvp-api
19-3-2020 02:50:31.930	INFO	15	188	creating mailslot for terminate
19-3-2020 02:50:31.930	INFO	11	194	transaction 17201 begun
19-3-2020 02:50:32.044	INFO	16	184	out of INFO allcations
19-3-2020 02:50:32.044	INFO	15	184	transaction done, id=17201
19-3-2020 02:50:32.091	INFO	13	190	creating socket for traffic CONTROL module
19-3-2020 02:50:32.137	INFO	14	184	money transfer loaded from queue
19-3-2020 02:50:32.177	INFO	10	183	creating mailslot for dump
19-3-2020 02:50:32.226	INFO	16	192	out of INFO allcations
19-3-2020 02:50:32.264	INFO	12	187	no mailbox necessary for forward
19-3-2020 02:50:32.304	INFO	15	190	creating socket for querying route
19-3-2020 02:50:32.349	INFO	10	184	creating socket for traffic CONTROL module
19-3-2020 02:50:32.392	INFO	17	188	creating socket for querying route
19-3-2020 02:50:32.436	INFO	10	193	creating socket for querying route
19-3-2020 02:50:32.436	INFO	16	190	transaction 17204 begun
19-3-2020 02:50:32.588	INFO	17	184	mailbox allocated for rsvp-udp
19-3-2020 02:50:32.588	INFO	12	186	transaction done, id=17204
19-3-2020 02:50:32.633	INFO	13	184	no mailbox necessary for forward
19-3-2020 02:50:32.681	INFO	14	189	creating mailslot for route engine - informational socket
19-3-2020 02:50:32.718	INFO	16	194	creating socket for traffic CONTROL module
19-3-2020 02:50:32.755	INFO	17	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:50:32.797	INFO	10	190	creating mailslot for RSVP client API
19-3-2020 02:50:32.835	INFO	18	190	creating mailslot for dump
19-3-2020 02:50:32.880	INFO	14	187	creating socket for traffic CONTROL module
19-3-2020 02:50:32.917	INFO	11	188	out of INFO allcations
19-3-2020 02:50:32.955	INFO	19	192	mailbox allocated for route
19-3-2020 02:50:33.004	INFO	17	193	mailbox allocated for pipe
19-3-2020 02:50:33.043	INFO	14	183	out of INFO allcations
19-3-2020 02:50:33.080	INFO	11	190	mailbox allocated for rsvp-api
